id,title,actors,director,genres,keywords,soup
816,Austin Powers: International Man of Mystery,"['mikemyers', 'elizabethhurley', 'michaelyork']",jayroach,"['sciencefiction', 'comedy', 'crime']","['android', 'undercover', 'missile']",mikemyers elizabethhurley michaelyork sciencefiction comedy crime android undercover missile jayroach
302688,My Big Fat Greek Wedding 2,"['johncorbett', 'elenakampouris', 'niavardalos']",kirkjones,"['romance', 'comedy', 'family']","['comedy', 'wedding']",johncorbett elenakampouris niavardalos romance comedy family comedy wedding kirkjones
60307,Diary of a Wimpy Kid: Rodrick Rules,"['zacharygordon', 'devonbostick', 'rachaelharris']",davidbowers,"['family', 'comedy']","['basedonnovel', 'middleschool']",zacharygordon devonbostick rachaelharris family comedy basedonnovel middleschool davidbowers
106,Predator,"['arnoldschwarzenegger', 'carlweathers', 'elpidiacarrillo']",johnmctiernan,"['sciencefiction', 'action', 'adventure']","['centralandsouthamerica', 'predator', 'alien']",arnoldschwarzenegger carlweathers elpidiacarrillo sciencefiction action adventure centralandsouthamerica predator alien johnmctiernan
279,Amadeus,"['f.murrayabraham', 'tomhulce', 'elizabethberridge']",milošforman,"['drama', 'history', 'music']","['italy', 'composer', 'opera']",f.murrayabraham tomhulce elizabethberridge drama history music italy composer opera milošforman
8617,Prom Night,"['brittanysnow', 'scottporter', 'jessicastroup']",nelsonmccormick,"['crime', 'horror']","['aunt', 'remake', 'bloodonshirt']",brittanysnow scottporter jessicastroup crime horror aunt remake bloodonshirt nelsonmccormick
10625,Mean Girls,"['lindsaylohan', 'rachelmcadams', 'timmeadows']",markwaters,['comedy'],"['femalefriendship', 'highschool', 'fishoutofwater']",lindsaylohan rachelmcadams timmeadows comedy femalefriendship highschool fishoutofwater markwaters
10934,Under the Tuscan Sun,"['dianelane', 'sandraoh', 'lindsayduncan']",audreywells,"['comedy', 'drama', 'romance']","['depression', 'toscana', 'recreation']",dianelane sandraoh lindsayduncan comedy drama romance depression toscana recreation audreywells
5279,Gosford Park,"['helenmirren', 'cliveowen', 'maggiesmith']",robertaltman,"['drama', 'mystery', 'thriller']","['servant', 'money', 'shootingparty']",helenmirren cliveowen maggiesmith drama mystery thriller servant money shootingparty robertaltman
10013,Peggy Sue Got Married,"['kathleenturner', 'nicolascage', 'barrymiller']",francisfordcoppola,"['comedy', 'drama', 'fantasy']","['timetravel', 'highschoolreunion']",kathleenturner nicolascage barrymiller comedy drama fantasy timetravel highschoolreunion francisfordcoppola
194662,Birdman,"['michaelkeaton', 'emmastone', 'zachgalifianakis']",alejandrogonzáleziñárritu,"['drama', 'comedy']","['timessquare', 'superhero', 'longtake']",michaelkeaton emmastone zachgalifianakis drama comedy timessquare superhero longtake alejandrogonzáleziñárritu
160588,Blue Jasmine,"['cateblanchett', 'alecbaldwin', 'sallyhawkins']",woodyallen,"['comedy', 'drama']","['sanfrancisco', 'sistersisterrelationship', 'newyorkcity']",cateblanchett alecbaldwin sallyhawkins comedy drama sanfrancisco sistersisterrelationship newyorkcity woodyallen
9829,United 93,"['j.j.johnson', 'pollyadams', 'trishgates']",paulgreengrass,"['drama', 'history', 'crime']","['airplane', 'hijacking', 'terrorcell']",j.j.johnson pollyadams trishgates drama history crime airplane hijacking terrorcell paulgreengrass
10028,Honey,"['jessicaalba', 'mekhiphifer', 'joybryant']",billewoodruff,"['romance', 'music', 'family']","['newyork', 'dancing', 'hip-hop']",jessicaalba mekhiphifer joybryant romance music family newyork dancing hip-hop billewoodruff
10535,Spy Hard,"['leslienielsen', 'nicollettesheridan', 'charlesdurning']",rickfriedberg,"['action', 'comedy']","['atomicbomb', 'spoof', 'jamesbondspoof']",leslienielsen nicollettesheridan charlesdurning action comedy atomicbomb spoof jamesbondspoof rickfriedberg
790,The Fog,"['adriennebarbeau', 'jamieleecurtis', 'janetleigh']",johncarpenter,['horror'],"['prophecy', 'sea', 'beach']",adriennebarbeau jamieleecurtis janetleigh horror prophecy sea beach johncarpenter
43959,Soul Surfer,"['annasophiarobb', 'helenhunt', 'lorrainenicholson']",seanmcnamara,"['action', 'drama']","['competition', 'basedonnovel', 'sharkattack']",annasophiarobb helenhunt lorrainenicholson action drama competition basedonnovel sharkattack seanmcnamara
10364,Catch-22,"['alanarkin', 'martinbalsam', 'richardbenjamin']",mikenichols,"['war', 'comedy', 'drama']","['worldwarii', 'island', 'bomber']",alanarkin martinbalsam richardbenjamin war comedy drama worldwarii island bomber mikenichols
16991,Observe and Report,"['sethrogen', 'annafaris', 'michaelpeña']",jodyhill,"['comedy', 'crime', 'drama']","['robbery', 'unrequitedlove', 'securityguard']",sethrogen annafaris michaelpeña comedy crime drama robbery unrequitedlove securityguard jodyhill
9610,Conan the Destroyer,"['arnoldschwarzenegger', 'gracejones', 'wiltchamberlain']",richardfleischer,"['adventure', 'fantasy', 'action']","['swordplay', 'sword', 'magic']",arnoldschwarzenegger gracejones wiltchamberlain adventure fantasy action swordplay sword magic richardfleischer
1578,Raging Bull,"['robertdeniro', 'joepesci', 'cathymoriarty']",martinscorsese,['drama'],"['transporter', 'jealousy', 'violenthusband']",robertdeniro joepesci cathymoriarty drama transporter jealousy violenthusband martinscorsese
25643,Love Happens,"['aaroneckhart', 'jenniferaniston', 'judygreer']",brandoncamp,"['drama', 'romance']","['hotel', 'florist', 'forest']",aaroneckhart jenniferaniston judygreer drama romance hotel florist forest brandoncamp
11904,Young Sherlock Holmes,"['nicholasrowe', 'alancox', 'sophieward']",barrylevinson,"['action', 'adventure', 'crime']","['londonengland', 'schoolfriend', 'religionandsupernatural']",nicholasrowe alancox sophieward action adventure crime londonengland schoolfriend religionandsupernatural barrylevinson
28665,Fame,"['kaypanabaker', 'naturinaughton', 'kheringtonpayne']",kevintancharoen,"['music', 'comedy', 'drama']","['musical', 'duringcreditsstinger']",kaypanabaker naturinaughton kheringtonpayne music comedy drama musical duringcreditsstinger kevintancharoen
44115,127 Hours,"['jamesfranco', 'katemara', 'ambertamblyn']",dannyboyle,"['adventure', 'drama', 'thriller']","['mountains', 'despair', 'adventure']",jamesfranco katemara ambertamblyn adventure drama thriller mountains despair adventure dannyboyle
10569,Small Time Crooks,"['woodyallen', 'carolynsaxon', 'traceyullman']",woodyallen,"['action', 'comedy', 'crime']","['bank', 'restaurant', 'roleofwomen']",woodyallen carolynsaxon traceyullman action comedy crime bank restaurant roleofwomen woodyallen
10560,Center Stage,"['amandaschull', 'zoesaldana', 'susanmaypratt']",nicholashytner,"['drama', 'music']","['newyork', 'competition', 'dancer']",amandaschull zoesaldana susanmaypratt drama music newyork competition dancer nicholashytner
333348,Love the Coopers,"['stevemartin', 'dianekeaton', 'johngoodman']",jessienelson,"['comedy', 'family']","['bigfamily', 'familyrelationships', 'family']",stevemartin dianekeaton johngoodman comedy family bigfamily familyrelationships family jessienelson
20483,Catch That Kid,"['kristenstewart', 'corbinbleu', 'maxthieriot']",bartfreundlich,"['family', 'action', 'adventure']",['bankrobbery'],kristenstewart corbinbleu maxthieriot family action adventure bankrobbery bartfreundlich
11457,Life as a House,"['kevinkline', 'kristinscottthomas', 'haydenchristensen']",irwinwinkler,['drama'],"['fathersonrelationship', 'house', 'cancer']",kevinkline kristinscottthomas haydenchristensen drama fathersonrelationship house cancer irwinwinkler
321697,Steve Jobs,"['michaelfassbender', 'katewinslet', 'sethrogen']",dannyboyle,"['drama', 'history']","['biography', 'computer', 'fatherdaughterrelationship']",michaelfassbender katewinslet sethrogen drama history biography computer fatherdaughterrelationship dannyboyle
19840,"I Love You, Beth Cooper","['haydenpanettiere', 'paulrust', 'laurenlondon']",chriscolumbus,"['comedy', 'romance']","['virgin', 'cheerleader', 'graduation']",haydenpanettiere paulrust laurenlondon comedy romance virgin cheerleader graduation chriscolumbus
22327,Youth in Revolt,"['michaelcera', 'zachgalifianakis', 'justinlong']",miguelarteta,"['drama', 'comedy', 'romance']","['basedonnovel', 'comingofage', 'duringcreditsstinger']",michaelcera zachgalifianakis justinlong drama comedy romance basedonnovel comingofage duringcreditsstinger miguelarteta
38665,The Legend of the Lone Ranger,"['christopherlloyd', 'mattclark', 'juaninclay']",williama.fraker,"['action', 'adventure', 'romance']","['loneranger', 'wildbillhickok', 'buffalobill']",christopherlloyd mattclark juaninclay action adventure romance loneranger wildbillhickok buffalobill williama.fraker
2575,The Tailor of Panama,"['piercebrosnan', 'geoffreyrush', 'jamieleecurtis']",johnboorman,"['drama', 'thriller']","['dancing', 'spy', 'birthday']",piercebrosnan geoffreyrush jamieleecurtis drama thriller dancing spy birthday johnboorman
11644,Blow Out,"['johntravolta', 'nancyallen', 'johnlithgow']",briandepalma,"['drama', 'mystery', 'thriller']","['audiotape', 'hitman', 'presidentialelection']",johntravolta nancyallen johnlithgow drama mystery thriller audiotape hitman presidentialelection briandepalma
146227,Getaway,"['ethanhawke', 'selenagomez', 'jonvoight']",courtneysolomon,"['action', 'crime']",[],ethanhawke selenagomez jonvoight action crime  courtneysolomon
68924,The Ice Storm,"['kevinkline', 'joanallen', 'sigourneyweaver']",anglee,['drama'],"['basedonnovel', '1970s', 'thanksgiving']",kevinkline joanallen sigourneyweaver drama basedonnovel 1970s thanksgiving anglee
253235,And So It Goes,"['michaeldouglas', 'dianekeaton', 'sterlingjerins']",robreiner,"['comedy', 'drama', 'romance']","['grandfathergranddaughterrelationship', 'neighbor', 'wealthy']",michaeldouglas dianekeaton sterlingjerins comedy drama romance grandfathergranddaughterrelationship neighbor wealthy robreiner
22102,Troop Beverly Hills,"['shelleylong', 'craigt.nelson', 'bettythomas']",jeffkanew,"['adventure', 'comedy', 'family']","['wilderness', 'teenangst']",shelleylong craigt.nelson bettythomas adventure comedy family wilderness teenangst jeffkanew
18701,Being Julia,"['michaelgambon', 'annettebening', 'leighlawson']",istvánszabó,"['comedy', 'drama', 'romance']",[],michaelgambon annettebening leighlawson comedy drama romance  istvánszabó
10068,Nine 1/2 Weeks,"['mickeyrourke', 'kimbasinger', 'margaretwhitton']",adrianlyne,"['drama', 'romance']","['sexualobsession', 'prostitute', ""women'ssexualidentity""]",mickeyrourke kimbasinger margaretwhitton drama romance sexualobsession prostitute women'ssexualidentity adrianlyne
848,Dragonslayer,"['petermacnicol', 'caitlinclarke', 'ralphrichardson']",matthewrobbins,['fantasy'],"['secretidentity', 'selfsacrifice', 'magic']",petermacnicol caitlinclarke ralphrichardson fantasy secretidentity selfsacrifice magic matthewrobbins
36811,The Last Station,"['jamesmcavoy', 'christopherplummer', 'helenmirren']",michaelhoffman,"['drama', 'romance']",['duringcreditsstinger'],jamesmcavoy christopherplummer helenmirren drama romance duringcreditsstinger michaelhoffman
522,Ed Wood,"['johnnydepp', 'martinlandau', 'sarahjessicaparker']",timburton,"['comedy', 'drama', 'history']","['individual', 'taxi', 'transsexuality']",johnnydepp martinlandau sarahjessicaparker comedy drama history individual taxi transsexuality timburton
130150,Labor Day,"['joshbrolin', 'katewinslet', 'gattlingriffith']",jasonreitman,['drama'],"['escapedconvict', 'depressedmom']",joshbrolin katewinslet gattlingriffith drama escapedconvict depressedmom jasonreitman
12246,Mongol: The Rise of Genghis Khan,"['tadanobuasano', 'sunhonglei', 'khulanchuluun']",sergeibodrov,['history'],"['mongolia', 'genghiskhan']",tadanobuasano sunhonglei khulanchuluun history mongolia genghiskhan sergeibodrov
13809,RockNRolla,"['markstrong', 'tomwilkinson', 'tobykebbell']",guyritchie,"['action', 'crime', 'thriller']","['londonengland', 'gangleader', 'money']",markstrong tomwilkinson tobykebbell action crime thriller londonengland gangleader money guyritchie
27380,Megaforce,"['barrybostwick', 'michaelbeck', 'persiskhambatta']",halneedham,"['adventure', 'action', 'sciencefiction']","['dictator', 'soldier', 'electronicmusicscore']",barrybostwick michaelbeck persiskhambatta adventure action sciencefiction dictator soldier electronicmusicscore halneedham
10549,Hamlet,"['kennethbranagh', 'derekjacobi', 'juliechristie']",kennethbranagh,['drama'],"['mother', 'shakespeare', 'denmark']",kennethbranagh derekjacobi juliechristie drama mother shakespeare denmark kennethbranagh
33870,Mao's Last Dancer,"['chicao', 'chengwuguo', 'wenbinhuang']",bruceberesford,"['drama', 'romance']","['costume', 'song', 'village']",chicao chengwuguo wenbinhuang drama romance costume song village bruceberesford
245703,Midnight Special,"['michaelshannon', 'jaedenlieberher', 'joeledgerton']",jeffnichols,"['adventure', 'drama', 'sciencefiction']","['fathersonrelationship', 'helicopter', 'fbi']",michaelshannon jaedenlieberher joeledgerton adventure drama sciencefiction fathersonrelationship helicopter fbi jeffnichols
10739,Anything Else,"['woodyallen', 'jasonbiggs', 'christinaricci']",woodyallen,"['comedy', 'romance']","['psychoanalysis', 'comedian', 'relationshipproblems']",woodyallen jasonbiggs christinaricci comedy romance psychoanalysis comedian relationshipproblems woodyallen
127560,The Railway Man,"['jeremyirvine', 'colinfirth', 'stellanskarsgård']",jonathanteplitzky,"['drama', 'history']","['posttraumaticstressdisorder', 'japanese', 'worldwarii']",jeremyirvine colinfirth stellanskarsgård drama history posttraumaticstressdisorder japanese worldwarii jonathanteplitzky
37903,The White Ribbon,"['ursinalardi', 'ulrichtukur', 'burghartklaußner']",michaelhaneke,"['crime', 'drama', 'mystery']","['germany', 'childabuse', 'pastor']",ursinalardi ulrichtukur burghartklaußner crime drama mystery germany childabuse pastor michaelhaneke
396152,Restoration,"[""emilyroyao'brien"", 'adriangaeta', 'zackward']",zackward,['horror'],[],emilyroyao'brien adriangaeta zackward horror  zackward
10017,The Wraith,"['charliesheen', 'nickcassavetes', 'sherilynfenn']",mikemarvin,"['romance', 'sciencefiction', 'horror']","['malenudity', 'femalenudity', 'sex']",charliesheen nickcassavetes sherilynfenn romance sciencefiction horror malenudity femalenudity sex mikemarvin
11468,Salton Sea,"['valkilmer', ""vincentd'onofrio"", 'adamgoldberg']",d.j.caruso,"['drama', 'mystery', 'thriller']","['dualidentity', 'identity', 'warondrugs']",valkilmer vincentd'onofrio adamgoldberg drama mystery thriller dualidentity identity warondrugs d.j.caruso
193613,Metallica: Through the Never,"['danedehaan', 'mackenziegray', 'jameshetfield']",nimródantal,['music'],"['heavymetal', 'liveconcert']",danedehaan mackenziegray jameshetfield music heavymetal liveconcert nimródantal
17436,The Informers,"['billybobthornton', 'kimbasinger', 'mickeyrourke']",gregorjordan,['drama'],"['sex', 'sliceoflife', 'hollywood']",billybobthornton kimbasinger mickeyrourke drama sex sliceoflife hollywood gregorjordan
43434,Carlos,"['edgarramírez', 'alexanderscheer', 'fadiabisamra']",olivierassayas,"['crime', 'drama', 'thriller']","['gun', 'carbomb', 'miniseries']",edgarramírez alexanderscheer fadiabisamra crime drama thriller gun carbomb miniseries olivierassayas
31166,I Come with the Rain,"['joshhartnett', 'eliaskoteas', 'takuyakimura']",trananhhung,"['thriller', 'drama']",[],joshhartnett eliaskoteas takuyakimura thriller drama  trananhhung
69848,One Man's Hero,"['tomberenger', 'joaquimdealmeida', 'danielaromo']",lancehool,"['western', 'action', 'drama']","['war', 'army', 'battlefield']",tomberenger joaquimdealmeida danielaromo western action drama war army battlefield lancehool
8408,Day of the Dead,"['loricardille', 'terryalexander', 'josephpilato']",georgea.romero,"['horror', 'sciencefiction']","['florida', 'insanity', 'disembodiedhead']",loricardille terryalexander josephpilato horror sciencefiction florida insanity disembodiedhead georgea.romero
332411,I Am Wrath,"['johntravolta', 'christophermeloni', 'rebeccademornay']",chuckrussell,"['action', 'crime', 'drama']","['revenge', 'murder', 'policecorruption']",johntravolta christophermeloni rebeccademornay action crime drama revenge murder policecorruption chuckrussell
9389,Renaissance,"['danielcraig', 'catherinemccormack', 'romolagarai']",christianvolckman,"['action', 'animation', 'sciencefiction']","['paris', 'japanese', 'identity']",danielcraig catherinemccormack romolagarai action animation sciencefiction paris japanese identity christianvolckman
9626,Red Sonja,"['arnoldschwarzenegger', 'brigittenielsen', 'sandahlbergman']",richardfleischer,"['adventure', 'fantasy', 'action']","['monster', 'swordplay', 'queen']",arnoldschwarzenegger brigittenielsen sandahlbergman adventure fantasy action monster swordplay queen richardfleischer
75638,Red Lights,"['sigourneyweaver', 'robertdeniro', 'cillianmurphy']",rodrigocortés,['thriller'],"['paranormal', 'psychic', 'skepticism']",sigourneyweaver robertdeniro cillianmurphy thriller paranormal psychic skepticism rodrigocortés
8363,Superbad,"['jonahhill', 'michaelcera', 'christophermintz-plasse']",gregmottola,['comedy'],"['becominganadult', 'highschool', 'youngpeople']",jonahhill michaelcera christophermintz-plasse comedy becominganadult highschool youngpeople gregmottola
15670,Madea Goes to Jail,"['tylerperry', 'derekluke', 'keshiaknightpulliam']",tylerperry,"['comedy', 'crime', 'drama']",['criminal'],tylerperry derekluke keshiaknightpulliam comedy crime drama criminal tylerperry
290555,Wolves,"['jasonmomoa', 'lucastill', 'johnpyper-ferguson']",davidhayter,"['horror', 'action']","['adoption', 'werewolf']",jasonmomoa lucastill johnpyper-ferguson horror action adoption werewolf davidhayter
8328,Step Up 2: The Streets,"['brianaevigan', 'roberthoffman', 'willkemp']",jonm.chu,"['music', 'drama', 'romance']","['underdog', 'competition', 'streetgang']",brianaevigan roberthoffman willkemp music drama romance underdog competition streetgang jonm.chu
10982,Hoodwinked!,"['annehathaway', 'glennclose', 'jimbelushi']",coryedwards,"['animation', 'comedy', 'family']","['wolf', 'suspicion', 'littleredridinghood']",annehathaway glennclose jimbelushi animation comedy family wolf suspicion littleredridinghood coryedwards
205,Hotel Rwanda,"['doncheadle', 'sophieokonedo', 'nicknolte']",terrygeorge,"['drama', 'history', 'war']","['rwanda', 'refugee', 'refugeecamp']",doncheadle sophieokonedo nicknolte drama history war rwanda refugee refugeecamp terrygeorge
1620,Hitman,"['timothyolyphant', 'dougrayscott', 'olgakurylenko']",xaviergens,"['action', 'crime', 'drama']","['assassin', 'secretidentity', 'intelligence']",timothyolyphant dougrayscott olgakurylenko action crime drama assassin secretidentity intelligence xaviergens
175541,Black Nativity,"['forestwhitaker', 'angelabassett', 'jenniferhudson']",kasilemmons,"['drama', 'music']","['musical', 'basedonstagemusical', 'womandirector']",forestwhitaker angelabassett jenniferhudson drama music musical basedonstagemusical womandirector kasilemmons
241254,The Prince,"['brucewillis', 'jasonpatric', 'johncusack']",brianamiller,"['thriller', 'action']","['mobster', 'justice', 'retired']",brucewillis jasonpatric johncusack thriller action mobster justice retired brianamiller
31932,City of Ghosts,"['mattdillon', 'jamescaan', 'nataschamcelhone']",mattdillon,['thriller'],[],mattdillon jamescaan nataschamcelhone thriller  mattdillon
1933,The Others,"['nicolekidman', 'christophereccleston', 'alakinamann']",alejandroamenábar,"['horror', 'drama', 'mystery']","['nanny', 'hauntedhouse', 'channelislands']",nicolekidman christophereccleston alakinamann horror drama mystery nanny hauntedhouse channelislands alejandroamenábar
679,Aliens,"['sigourneyweaver', 'michaelbiehn', 'jamesremar']",jamescameron,"['horror', 'action', 'thriller']","['android', 'extraterrestrialtechnology', 'spacemarine']",sigourneyweaver michaelbiehn jamesremar horror action thriller android extraterrestrialtechnology spacemarine jamescameron
11113,My Fair Lady,"['audreyhepburn', 'rexharrison', 'stanleyholloway']",georgecukor,"['drama', 'family', 'music']","['musical', 'transformation', 'flowergirl']",audreyhepburn rexharrison stanleyholloway drama family music musical transformation flowergirl georgecukor
3597,I Know What You Did Last Summer,"['jenniferlovehewitt', 'sarahmichellegellar', 'ryanphillippe']",jimgillespie,"['horror', 'thriller', 'mystery']","['secret', 'blackmail', 'fisherman']",jenniferlovehewitt sarahmichellegellar ryanphillippe horror thriller mystery secret blackmail fisherman jimgillespie
193893,Let's Be Cops,"['jakejohnson', 'damonwayansjr.', 'ninadobrev']",lukegreenfield,['comedy'],"['corruption', 'robbery', 'kidnapping']",jakejohnson damonwayansjr. ninadobrev comedy corruption robbery kidnapping lukegreenfield
9675,Sideways,"['paulgiamatti', 'thomashadenchurch', 'virginiamadsen']",alexanderpayne,"['comedy', 'drama', 'romance']","['california', 'golf', 'oscaraward']",paulgiamatti thomashadenchurch virginiamadsen comedy drama romance california golf oscaraward alexanderpayne
9988,Beerfest,"['erikstolhanske', 'jaychandrasekhar', 'stevelemme']",jaychandrasekhar,['comedy'],"['germany', 'competition', 'prostitute']",erikstolhanske jaychandrasekhar stevelemme comedy germany competition prostitute jaychandrasekhar
948,Halloween,"['donaldpleasence', 'jamieleecurtis', 'p.j.soles']",johncarpenter,"['horror', 'thriller']","['femalenudity', 'nudity', 'mask']",donaldpleasence jamieleecurtis p.j.soles horror thriller femalenudity nudity mask johncarpenter
21765,Good Boy!,"['mollyshannon', 'liamaiken', 'matthewbroderick']",johnroberthoffman,"['comedy', 'family', 'sciencefiction']",[],mollyshannon liamaiken matthewbroderick comedy family sciencefiction  johnroberthoffman
146304,The Best Man Holiday,"['terrencehoward', 'haroldperrineau', 'morrischestnut']",malcolmd.lee,['comedy'],['bestman'],terrencehoward haroldperrineau morrischestnut comedy bestman malcolmd.lee
7516,Smokin' Aces,"['ryanreynolds', 'rayliotta', 'josephruskin']",joecarnahan,"['action', 'comedy', 'crime']","['neo-nazi', 'gun', 'sniper']",ryanreynolds rayliotta josephruskin action comedy crime neo-nazi gun sniper joecarnahan
41439,Saw: The Final Chapter,"['tobinbell', 'costasmandylor', 'betsyrussell']",kevingreutert,"['horror', 'crime']","['survivor', 'violence', 'selfhelpguru']",tobinbell costasmandylor betsyrussell horror crime survivor violence selfhelpguru kevingreutert
2752,40 Days and 40 Nights,"['joshhartnett', 'shannynsossamon', 'adamtrese']",michaellehmann,"['comedy', 'romance']","['sexaddiction', 'laundromat']",joshhartnett shannynsossamon adamtrese comedy romance sexaddiction laundromat michaellehmann
9429,A Night at the Roxbury,"['willferrell', 'chriskattan', 'jennifercoolidge']",johnfortenberry,['comedy'],"['nightlife', 'nightclub', 'flower']",willferrell chriskattan jennifercoolidge comedy nightlife nightclub flower johnfortenberry
38117,Beastly,"['alexpettyfer', 'vanessahudgens', 'mary-kateolsen']",danielbarnz,"['drama', 'fantasy', 'romance']","['basedonnovel', 'love', 'beautifulwoman']",alexpettyfer vanessahudgens mary-kateolsen drama fantasy romance basedonnovel love beautifulwoman danielbarnz
9792,The Hills Have Eyes,"['aaronstanford', 'kathleenquinlan', 'vinessashaw']",alexandreaja,"['horror', 'thriller']","['ambush', 'newmexico', 'van']",aaronstanford kathleenquinlan vinessashaw horror thriller ambush newmexico van alexandreaja
13778,Dickie Roberts: Former Child Star,"['davidspade', 'marymccormack', 'craigbierko']",samweisman,['comedy'],"['loser', 'childprodigy']",davidspade marymccormack craigbierko comedy loser childprodigy samweisman
228203,"McFarland, USA","['kevincostner', 'ramirorodriguez', 'carlospratts']",nikicaro,['drama'],"['california', 'smalltown', 'coach']",kevincostner ramirorodriguez carlospratts drama california smalltown coach nikicaro
41382,Lottery Ticket,"['shadmoss', 'brandont.jackson', 'naturinaughton']",erikwhite,['comedy'],[],shadmoss brandont.jackson naturinaughton comedy  erikwhite
13960,ATL,"['t.i.', 'evanross', 'jackielong']",christianrobinson,['drama'],[],t.i. evanross jackielong drama  christianrobinson
114150,Pitch Perfect,"['annakendrick', 'skylarastin', 'brittanysnow']",jasonmoore,"['comedy', 'music', 'romance']","['competition', 'roommate', 'college']",annakendrick skylarastin brittanysnow comedy music romance competition roommate college jasonmoore
26602,Summer Catch,"['freddieprinzejr.', 'jessicabiel', 'fredward']",miketollin,"['drama', 'comedy', 'romance']","['beach', 'baseball', 'sport']",freddieprinzejr. jessicabiel fredward drama comedy romance beach baseball sport miketollin
10223,A Simple Plan,"['billpaxton', 'bridgetfonda', 'billybobthornton']",samraimi,"['drama', 'crime', 'thriller']","['brotherbrotherrelationship', 'moneydelivery', 'airplane']",billpaxton bridgetfonda billybobthornton drama crime thriller brotherbrotherrelationship moneydelivery airplane samraimi
16028,They,"['lauraregan', 'marcblucas', 'ethanembry']",robertharmon,"['horror', 'thriller']","['suicide', 'asylum', 'nightmare']",lauraregan marcblucas ethanembry horror thriller suicide asylum nightmare robertharmon
15639,Larry the Cable Guy: Health Inspector,"['larrythecableguy', 'irisbahr', 'tonyhale']",trentcooper,['comedy'],"['healthinspector', 'foodintoxication']",larrythecableguy irisbahr tonyhale comedy healthinspector foodintoxication trentcooper
16112,The Adventures of Elmo in Grouchland,"['kevinclash', 'mandypatinkin', 'vanessawilliams']",garyhalvorson,['family'],[],kevinclash mandypatinkin vanessawilliams family  garyhalvorson
26390,Brooklyn's Finest,"['richardgere', 'doncheadle', 'ethanhawke']",antoinefuqua,"['crime', 'drama', 'thriller']","['malenudity', 'femalenudity', 'tattoo']",richardgere doncheadle ethanhawke crime drama thriller malenudity femalenudity tattoo antoinefuqua
27759,55 Days at Peking,"['charltonheston', 'avagardner', 'davidniven']",nicholasray,"['action', 'drama', 'history']","['siege', 'epic', 'beijing']",charltonheston avagardner davidniven action drama history siege epic beijing nicholasray
109428,Evil Dead,"['janelevy', 'shilohfernandez', 'loutaylorpucci']",fedealvarez,['horror'],"['remake', 'demon', 'necronomicon']",janelevy shilohfernandez loutaylorpucci horror remake demon necronomicon fedealvarez
23049,My Life in Ruins,"['niavardalos', 'richarddreyfuss', 'alexisgeorgoulis']",donaldpetrie,"['comedy', 'romance']","['beach', 'greece', 'tourbus']",niavardalos richarddreyfuss alexisgeorgoulis comedy romance beach greece tourbus donaldpetrie
9310,American Dreamz,"['hughgrant', 'dennisquaid', 'mandymoore']",paulweitz,"['comedy', 'drama', 'family']","['usapresident', 'moderator', 'musical']",hughgrant dennisquaid mandymoore comedy drama family usapresident moderator musical paulweitz
11411,Superman IV: The Quest for Peace,"['christopherreeve', 'margotkidder', 'genehackman']",sidneyj.furie,"['action', 'adventure', 'sciencefiction']","['savingtheworld', 'dccomics', 'mountains']",christopherreeve margotkidder genehackman action adventure sciencefiction savingtheworld dccomics mountains sidneyj.furie
16988,How She Move,"['rutinawesley', 'dwainmurphy', 'boydbanks']",ianiqbalrashid,['drama'],"['blackpeople', 'lossofsister', 'dance']",rutinawesley dwainmurphy boydbanks drama blackpeople lossofsister dance ianiqbalrashid
7304,Running Scared,"['paulwalker', 'cameronbright', 'verafarmiga']",waynekramer,"['action', 'crime', 'drama']","['icehockey', 'racism', 'pedophile']",paulwalker cameronbright verafarmiga action crime drama icehockey racism pedophile waynekramer
24747,Bobby Jones: Stroke of Genius,"['jimcaviezel', 'claireforlani', 'jeremynortham']",rowdyherrington,['drama'],['sport'],jimcaviezel claireforlani jeremynortham drama sport rowdyherrington
58048,Shanghai Surprise,"['madonna', 'seanpenn', 'paulfreeman']",jimgoddard,['adventure'],[],madonna seanpenn paulfreeman adventure  jimgoddard
1491,The Illusionist,"['edwardnorton', 'jessicabiel', 'paulgiamatti']",neilburger,"['fantasy', 'drama', 'thriller']","['magic', 'princess', 'love']",edwardnorton jessicabiel paulgiamatti fantasy drama thriller magic princess love neilburger
2989,Roar,"['tippihedren', 'melaniegriffith', 'jerrymarshall']",noelmarshall,"['adventure', 'thriller']","['africa', 'lion', 'elephant']",tippihedren melaniegriffith jerrymarshall adventure thriller africa lion elephant noelmarshall
10629,Veronica Guerin,"['cateblanchett', 'gerardmcsorley', 'ciaránhinds']",joelschumacher,"['drama', 'crime', 'thriller']","['journalism', 'police', 'drugscene']",cateblanchett gerardmcsorley ciaránhinds drama crime thriller journalism police drugscene joelschumacher
255343,Escobar: Paradise Lost,"['beniciodeltoro', 'joshhutcherson', 'bradycorbet']",andreadistefano,"['thriller', 'romance']","['surfer', 'murder', 'murderer']",beniciodeltoro joshhutcherson bradycorbet thriller romance surfer murder murderer andreadistefano
4723,Southland Tales,"['dwaynejohnson', 'seannwilliamscott', 'sarahmichellegellar']",richardkelly,"['action', 'adventure', 'comedy']","['suicide', 'brotherbrotherrelationship', 'spy']",dwaynejohnson seannwilliamscott sarahmichellegellar action adventure comedy suicide brotherbrotherrelationship spy richardkelly
